title,company,location,work_mode,job_type,skills,salary_avg,date_posted,experience_level,education,source,job_url,salary_min,salary_max
"Staff Machine Learning Engineer, Gen AI",Mozilla,"Remote, , , Belgium",remote,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-machine-learning-engineer-mozilla-belgium-4/,,
Senior Machine Learning Engineer - Poe (Remote),Quora,"Remote, , , United States",remote,fulltime,[],253428.0,2026-03-09 00:00:00+00:00,senior,Bachelors in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-quora-united-states-4/,195394.0,311462.0
Software Engineer II - Machine Learning,Uber,"San Francisco, California, United States",onsite,fulltime,[],166750.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-uber-united-states-54/,158000.0,175500.0
Senior AI Strategist,PA Consulting,"London, Greater London, United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in AI,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai-strategist-pa-consulting-united-kingdom-2/,,
Senior Data Engineer,Zoox,"Foster City, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-engineer-zoox-united-states-4/,,
Senior Data Engineer,Restaurant365,"Remote, Remote, Remote, United States",remote,fulltime,[],150000.0,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-engineer-restaurant365-united-states-2/,130000.0,170000.0
Senior Principal Data Security Engineer,Autodesk,"Bengaluru, , India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-security-engineer-autodesk-india-14/,,
Data Engineer,Procter & Gamble,"Bucharest, , Romania",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/data-engineer-procter-gamble-romania-15/,,
Senior Data Engineer,Telefónica Tech,"Remote, Sofia, , Bulgaria",remote,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-engineer-telefonica-tech-bulgaria-1/,,
Principal Platform Engineer - AI and Gen.AI,Commonwealth Bank,"Sydney, , Australia",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-platform-engineer-commonwealth-bank-australia-12/,,
"Distinguished Engineer, AI Resiliency Lead",NVIDIA,"Santa Clara, California, United States",onsite,fulltime,[],389750.0,2026-03-09 00:00:00+00:00,lead,Masters in AI/Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/distinguished-engineer-nvidia-united-states-29/,308000.0,471500.0
Senior Generative AI Lead (Innovation Lab),Citi,"Tel Aviv, , Israel",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in <field>,datasciencejobs,https://datasciencejobs.com/jobs/generative-ai-lead-citi-israel-8/,,
Senior Data Scientist I,Carta,"San Francisco, California, United States",onsite,fulltime,[],180750.0,2026-03-09 00:00:00+00:00,senior,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-carta-united-states-2/,161500.0,200000.0
"Principal Product Manager, Data Science",Digital Turbine,"San Mateo, California, United States",onsite,fulltime,[],252500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-product-manager-digital-turbine-united-states-3/,235000.0,270000.0
Principal Data Scientist (Agentic Search & Knowledge Graphs),Salesforce,"Palo Alto, California, United States",onsite,fulltime,[],282700.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-scientist-salesforce-united-states-12/,230800.0,334600.0
Senior Data Science Manager,Twitch,"San Francisco, California, United States",onsite,fulltime,[],207350.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-manager-twitch-united-states-6/,142300.0,272400.0
Data Scientist I,Philips,"Bangalore, , India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-i-philips-india-15/,,
"Product Data Scientist, Google Play",Google,"Bengaluru, Karnataka, India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/product-data-scientist-google-india-29/,,
Staff Data Scientist - Platform,Spotify,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-scientist-spotify-united-kingdom-17/,,
Principal AI Engineer,Xero,"London, England, United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-ai-engineer-xero-united-kingdom-4/,,
Senior Researcher – Deep Learning – Microsoft Research,Microsoft,"Redmond, Washington, United States",onsite,fulltime,[],183700.0,2026-03-09 00:00:00+00:00,senior,PhD in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-researcher-%E2%80%93-deep-learning-microsoft-united-states-61/,117200.0,250200.0
Senior Researcher – Deep Learning – Microsoft Research,Microsoft,"Redmond, Washington, United States",onsite,fulltime,[],183700.0,2026-03-09 00:00:00+00:00,senior,PhD in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-researcher-deep-learning-microsoft-united-states-61/,117200.0,250200.0
Senior Machine Learning Engineer,Rokt,"New York, New York, United States",onsite,fulltime,[],382000.0,2026-03-09 00:00:00+00:00,senior,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/senior-machine-learning-engineer-rokt-united-states-3/,250000.0,514000.0
Senior AI Researcher,Aleph Alpha,"Heidelberg, Baden-Württemberg, Germany",onsite,fulltime,"['PyTorch', 'Python']",,2026-03-09 00:00:00+00:00,senior,PhD in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai-researcher-aleph-alpha-germany-1/,,
"AIML - Machine Learning Manager, Siri",Apple,"Cambridge, England, United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/aiml-machine-learning-manager-apple-united-kingdom-82/,,
Sr/Lead/Principal Machine Learning Engineer,Tripalink,"Los Angeles, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-tripalink-united-states-1/,,
Sr. Data Scientist,Zillow,"Remote, Mexico City, Mexico",remote,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-data-scientist-zillow-mexico-9/,,
"Engineering Manager, BI Tooling and Platform",Attentive,", , United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Engineering,datasciencejobs,https://datasciencejobs.com/jobs/engineering-manager-attentive-united-states-3/,,
Sr. Staff Data Engineer,Nielsen,"Mumbai, , India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Engineering,datasciencejobs,https://datasciencejobs.com/jobs/senior-staff-data-engineer-nielsen-india-8/,,
Senior Data Engineer - San Francisco/Bellevue,Aircall,"San Francisco, California, United States",onsite,fulltime,"['AWS', 'Airflow', 'Azure', 'DBT', 'GCP']",185000.0,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-engineer-aircall-united-states-4/,150000.0,220000.0
Cloud Data Engineer,Apple,"Hyderabad, Telangana, India",onsite,fulltime,"['AWS', 'Azure', 'Cassandra', 'GCP', 'Kafka']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/cloud-data-engineer-apple-india-81/,,
Staff Data Scientist | Modeling,"Machinify, Inc.","Palo Alto, California, United States",onsite,fulltime,[],225000.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-scientist-machinify-inc-united-states-4/,200000.0,250000.0
Senior Product Data Scientist,GEICO,"Chevy Chase, Maryland, United States",onsite,fulltime,[],176000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-product-data-scientist-geico-united-states-8/,128000.0,224000.0
"Data Scientist, Monitoring Operations",OpenAI,"San Francisco, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-openai-united-states-13/,,
"Distinguished, Data Scientist",Walmart,"Sunnyvale, California, United States",onsite,fulltime,[],234000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/distinguished-data-scientist-walmart-united-states-38/,130000.0,338000.0
Senior Data Engineer,Marshmallow,"London, London, United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-engineer-marshmallow-united-kingdom-7/,,
Machine Learning Engineer,Match Group,"New York, New York, United States",onsite,fulltime,"['AWS', 'Airflow', 'Argo', 'Azure', 'C++']",181000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-match-group-united-states-4/,164000.0,198000.0
Senior / Staff Machine Learning Engineer,Waabi,"Toronto, Ontario, Canada",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-waabi-canada-3/,,
"AIML - Sr Machine Learning Engineer, Data and ML Innovation",Apple,"Seattle, Washington, United States",onsite,fulltime,"['Airflow', 'Druid', 'Git', 'GoLang', 'Kafka']",231450.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/aiml-sr-machine-learning-engineer-apple-united-states-80/,166600.0,296300.0
Sr. Staff Machine Learning Scientist,PayPal,"San Jose, California, United States",onsite,fulltime,[],183450.0,2026-03-09 00:00:00+00:00,senior,PhD in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/sr-staff-machine-learning-scientist-paypal-united-states-27/,107300.0,259600.0
"Staff Data Scientist, Business Analytics",Anyscale,"San Francisco, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-scientist-anyscale-united-states-2/,,
Data Scientist - Analytics,Twitch,"San Francisco, California, United States",onsite,fulltime,[],169150.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-twitch-united-states-5/,125500.0,212800.0
Lead Data Scientist,Ample Insight,"Toronto, Ontario, Canada",onsite,fulltime,"['Python', 'Snowflake']",,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-lead-ample-insight-canada-2/,,
Senior Data Scientist,Unisys,"Vilnius, , Lithuania",onsite,fulltime,[],61000.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-unisys-lithuania-3/,50000.0,72000.0
Data Scientist,Procter & Gamble,"Brussels, , Belgium",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-procter-gamble-belgium-14/,,
Senior AI Data Engineer,Continental,"Budapest, , Hungary",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in <field>,datasciencejobs,https://datasciencejobs.com/jobs/senior-ai-data-engineer-continental-hungary-3/,,
Staff Data Engineer,Uber,"Bangalore, , India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-engineer-uber-india-53/,,
"Research Scientist, Computer Vision",Google,"Zürich, , Switzerland",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/research-scientist-google-switzerland-28/,,
Research Intern - AI for Domains,Microsoft,"Redmond, Washington, United States",onsite,fulltime,[],9715.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in AI,datasciencejobs,https://datasciencejobs.com/jobs/research-intern-microsoft-united-states-60/,6550.0,12880.0
Applied AI Researcher,Distyl AI,"San Francisco, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/applied-ai-researcher-distyl-ai-united-states-1/,,
"Manager II, Machine Learning - Search Relevance",Pinterest,"San Francisco, California, United States",onsite,fulltime,[],270589.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/manager-ii-machine-learning-pinterest-united-states-60/,176924.0,364254.0
Machine Learning Engineer,WeRide,"San Jose, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-weride-united-states-2/,,
Research Engineer- Data,Luma AI,"Palo Alto, California, United States",onsite,fulltime,[],215000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/research-engineer-luma-ai-united-states-2/,180000.0,250000.0
Staff Machine Learning Engineer - Content and Catalog Management,Spotify,"Stockholm, Stockholm, Sweden",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-machine-learning-engineer-spotify-sweden-16/,,
"Staff Machine Learning Engineer, Fakespot",Mozilla,"Remote, , United States",remote,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-machine-learning-engineer-mozilla-united-states-3/,,
Data Scientist Lead Consultant,Allstate,"Remote, , United States",remote,fulltime,[],164125.0,2026-03-09 00:00:00+00:00,lead,Masters in <field>,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-lead-consultant-allstate-united-states-12/,121600.0,206650.0
"Director, Data Science",OpenX,"Remote, , United States",remote,fulltime,[],231250.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-director-openx-united-states-1/,212500.0,250000.0
Senior Data Scientist,Microsoft,", , Australia",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-microsoft-australia-59/,,
"Data Scientist, Ads Sales Analytics",Apple,"New York, New York, United States",onsite,fulltime,[],192500.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-apple-united-states-79/,136300.0,248700.0
Data Scientist (Real World Data) ,Sanofi,"Budapest, , Hungary",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-sanofi-hungary-17/,,
"Director, Data Science",PayPal,"San Jose, California, United States",onsite,fulltime,[],203700.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/director-of-p2p-data-science-paypal-united-states-26/,120300.0,287100.0
Manager IP Analytics & Data (d/f/m),Sandoz,"Holzkirchen, , Germany",onsite,fulltime,"['Qlik', 'SQL']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Analytics,datasciencejobs,https://datasciencejobs.com/jobs/manager-ip-analytics-sandoz-germany-18/,,
